+,Ahora,no,plancharás,la,camisa.,-,-,b
+,Ahora,no,regarás,el,rosal.,Ahora no regarás el rosal.,b,b
+,Ahora,no,regarás,la,huerta.,Ahora sí regarás la huerta.,v,b
+,Ahora,no,regarás,el,geranio.,-,-,b
+,Ahora,no,regarás,las,plantas.,-,-,b
+,Ahora,no,regarás,la,orquídea.,-,-,b
+,Ahora,no,servirás,el,caldo.,Ahora no servirás el asado.,v,b
+,Ahora,no,servirás,el,puchero.,-,-,b
+,Ahora,no,servirás,el,pescado.,-,-,b
+,Ahora,sí,abrirás,la,gaveta.,Ahora sí abrirás la gaveta.,b,b
+,Ahora,sí,abrirás,la,nevera.,Ahora no abrirás la nevera.,v,b
+,Ahora,sí,abrirás,la,ventana.,-,-,b
+,Ahora,sí,abrirás,el,equipaje.,-,-,b
+,Ahora,sí,abrirás,la,hucha.,-,-,b
+,Ahora,sí,abrirás,el,depósito.,-,-,b
+,Ahora,sí,cerrarás,la,olla.,Ahora sí cerrarás la olla.,b,b
+,Ahora,sí,cerrarás,el,baúl.,-,-,b
+,Ahora,sí,cerrarás,el,estuche.,-,-,b
+,Ahora,sí,guardarás,la,mochila.,Ahora sí guardarás la mochila.,b,b
+,Ahora,sí,guardarás,la,fotografía.,Ahora sí tirarás la fotografía.,v,b
+,Ahora,sí,guardarás,el,lápiz.,-,-,b
+,Ahora,sí,guardarás,las,lentillas.,-,-,b
+,Ahora,sí,guardarás,el,sello.,-,-,b
+,Ahora,sí,copiarás,la,viñeta.,Ahora sí copiarás la viñeta.,b,b
+,Ahora,sí,copiarás,una,espiral.,Ahora sí copiarás una flecha.,v,b
+,Ahora,sí,copiarás,la,dirección.,-,-,b
+,Ahora,sí,copiarás,el,poema.,-,-,b
+,Ahora,sí,apretarás,el,bombillo.,Ahora sí apretarás el bombillo.,b,b
+,Ahora,sí,apretarás,el,botón.,Ahora no apretarás el botón.,v,b
+,Ahora,sí,apretarás,el,vendaje.,-,-,b
+,Ahora,sí,agarrarás,las,tijeras.,Ahora sí afilarás las tijeras.,v,b
+,Ahora,sí,agarrarás,el,monedero.,-,-,b
+,Ahora,sí,agarrarás,el,casco.,-,-,b
+,Ahora,sí,atarás,la,cometa.,-,-,b
